#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
pSCATT	NC_017585.1	1024516	1025727	+	-	-	SCATT_RS32265	WP_014151155.1	403	cytochrome P450
pSCATT	NC_017585.1	1027000	1027593	+	-	-	SCATT_RS32275	WP_014151153.1	197	hypothetical protein
pSCATT	NC_017585.1	1027583	1028806	-	-	-	SCATT_RS32280	WP_014151152.1	407	DUF4185 domain-containing protein
pSCATT	NC_017585.1	1029017	1029211	-	-	-	SCATT_RS32285	WP_014151151.1	64	hypothetical protein
pSCATT	NC_017585.1	1029273	1030043	-	-	-	SCATT_RS32290	WP_014626964.1	256	IS5/IS1182 family transposase
pSCATT	NC_017585.1	1030946	1031770	-	-	-	SCATT_RS32305	WP_014151148.1	274	stress protein
pSCATT	NC_017585.1	1031906	1034212	-	-	-	SCATT_RS32310	WP_014151147.1	768	MFS transporter
pSCATT	NC_017585.1	1034266	1034796	-	-	-	SCATT_RS32315	WP_014151146.1	176	TetR family transcriptional regulator
pSCATT	NC_017585.1	1035056	1036273	+	-	-	SCATT_RS32320	WP_014151145.1	405	cytochrome P450
pSCATT	NC_017585.1	1036270	1036947	+	-	-	SCATT_RS32325	WP_014151144.1	225	TetR/AcrR family transcriptional regulator
pSCATT	NC_017585.1	1036944	1037144	+	-	-	SCATT_RS32330	WP_014151143.1	66	ferredoxin
pSCATT	NC_017585.1	1037177	1037392	-	-	-	SCATT_RS32335	WP_014151142.1	71	hypothetical protein
pSCATT	NC_017585.1	1037590	1038426	+	-	mppR	SCATT_RS32340	WP_014151141.1	278	enduracididine biosynthesis enzyme MppR
pSCATT	NC_017585.1	1038463	1039248	-	-	-	SCATT_RS32345	WP_041823625.1	261	XRE family transcriptional regulator
pSCATT	NC_017585.1	1039311	1040117	+	-	-	SCATT_RS32350	WP_014151139.1	268	KR domain-containing protein
pSCATT	NC_017585.1	1040194	1041114	-	-	-	SCATT_RS32355	WP_014151138.1	306	hypothetical protein
pSCATT	NC_017585.1	1041213	1041629	-	-	-	SCATT_RS32360	WP_014151137.1	138	hypothetical protein
pSCATT	NC_017585.1	1041705	1042067	-	-	-	SCATT_RS32365	WP_014151136.1	120	hypothetical protein
pSCATT	NC_017585.1	1042304	1044193	+	-	-	SCATT_RS32370	WP_041823623.1	629	DUF2075 domain-containing protein
pSCATT	NC_017585.1	1044429	1044857	+	-	-	SCATT_RS32375	WP_014151133.1	142	phage holin family protein
pSCATT	NC_017585.1	1044986	1045336	+	-	-	SCATT_RS32380	WP_014151132.1	116	hypothetical protein
pSCATT	NC_017585.1	1045415	1045972	+	-	-	SCATT_RS32385	WP_014151131.1	185	cation-binding protein
pSCATT	NC_017585.1	1046108	1047889	+	-	-	SCATT_RS32390	WP_014151130.1	593	glycoside hydrolase
pSCATT	NC_017585.1	1047947	1048324	+	-	-	SCATT_RS32395	WP_041823620.1	125	MerR family DNA-binding transcriptional regulator
pSCATT	NC_017585.1	1049465	1049860	-	-	-	SCATT_RS32410	WP_014151127.1	131	hypothetical protein
pSCATT	NC_017585.1	1049968	1052022	-	-	-	SCATT_RS32415	WP_014151126.1	684	WD40 repeat domain-containing protein
pSCATT	NC_017585.1	1052094	1052510	+	-	-	SCATT_RS32420	WP_014151125.1	138	hypothetical protein
pSCATT	NC_017585.1	1052517	1053230	-	-	-	SCATT_RS32425	WP_014151124.1	237	DUF2236 domain-containing protein
pSCATT	NC_017585.1	1053344	1053559	+	-	-	SCATT_RS32430	WP_014626970.1	71	hypothetical protein
pSCATT	NC_017585.1	1053780	1054109	-	-	-	SCATT_RS37325	WP_014151123.1	109	hypothetical protein
pSCATT	NC_017585.1	1054144	1054599	+	-	-	SCATT_RS32440	WP_014151122.1	151	Rare lipoprotein A (fragment), partial
pSCATT	NC_017585.1	1054743	1055273	+	-	-	SCATT_RS32445	WP_014151121.1	176	SigE family RNA polymerase sigma factor
pSCATT	NC_017585.1	1055270	1056073	+	-	-	SCATT_RS32450	WP_014151120.1	267	hypothetical protein
pSCATT	NC_017585.1	1056212	1056391	+	-	-	SCATT_RS37330	WP_014626974.1	59	hypothetical protein
pSCATT	NC_017585.1	1056385	1056942	-	-	-	SCATT_RS37335	WP_014626975.1	185	hypothetical protein
pSCATT	NC_017585.1	1057054	1059345	+	-	-	SCATT_RS32460	WP_014151117.1	763	hypothetical protein
pSCATT	NC_017585.1	1059486	1065602	+	-	-	SCATT_RS32465	WP_014151116.1	2038	hypothetical protein
pSCATT	NC_017585.1	1065647	1065880	-	-	-	SCATT_RS32470	WP_014151115.1	77	hypothetical protein
pSCATT	NC_017585.1	1066707	1066934	-	-	-	SCATT_RS37340	WP_078590515.1	75	hypothetical protein
pSCATT	NC_017585.1	1066933	1067355	+	-	-	SCATT_RS32475	WP_014151114.1	140	aspartate 1-decarboxylase
pSCATT	NC_017585.1	1068250	1068774	+	-	-	SCATT_RS32485	WP_014151112.1	174	hypothetical protein
pSCATT	NC_017585.1	1068886	1069797	+	-	-	SCATT_RS32490	WP_014151111.1	303	glutaminase
pSCATT	NC_017585.1	1069962	1070756	+	-	-	SCATT_RS32495	WP_014151110.1	264	KR domain-containing protein
pSCATT	NC_017585.1	1070774	1072015	-	-	-	SCATT_RS32500	WP_014151109.1	413	hypothetical protein
pSCATT	NC_017585.1	1072254	1073663	-	-	-	SCATT_RS32505	WP_014151108.1	469	MFS transporter
pSCATT	NC_017585.1	1073821	1074699	-	-	-	SCATT_RS32510	WP_086010138.1	292	hydrolase
pSCATT	NC_017585.1	1074771	1075349	-	-	-	SCATT_RS32515	WP_014151106.1	192	TetR/AcrR family transcriptional regulator
pSCATT	NC_017585.1	1075464	1077473	+	-	-	SCATT_RS32520	WP_014151105.1	669	PAS domain S-box protein
pSCATT	NC_017585.1	1077614	1081543	+	-	-	SCATT_RS32525	WP_014151104.1	1309	peptide synthetase
pSCATT	NC_017585.1	1081562	1081822	-	-	-	SCATT_RS32530	WP_014626982.1	86	hypothetical protein
pSCATT	NC_017585.1	1081851	1082246	+	-	-	SCATT_RS32535	WP_014151102.1	131	DUF2267 domain-containing protein
pSCATT	NC_017585.1	1082380	1084407	+	-	-	SCATT_RS32540	WP_014151101.1	675	ATP-binding protein
pSCATT	NC_017585.1	1084404	1085987	+	-	-	SCATT_RS32545	WP_014151100.1	527	ABC transporter substrate-binding protein
pSCATT	NC_017585.1	1085995	1086435	-	-	-	SCATT_RS32550	WP_014151099.1	146	hypothetical protein
pSCATT	NC_017585.1	1086639	1087067	-	-	-	SCATT_RS32555	WP_014151098.1	142	MarR family transcriptional regulator
pSCATT	NC_017585.1	1087148	1088485	+	-	-	SCATT_RS32560	WP_014626984.1	445	aldehyde dehydrogenase family protein
pSCATT	NC_017585.1	1088711	1089394	+	-	-	SCATT_RS32565	WP_014151096.1	227	hypothetical protein
pSCATT	NC_017585.1	1089625	1090242	+	-	-	SCATT_RS32570	WP_014151095.1	205	superoxide dismutase
pSCATT	NC_017585.1	1090306	1091415	-	-	-	SCATT_RS32575	WP_014151094.1	369	response regulator
pSCATT	NC_017585.1	1091408	1091626	-	-	-	SCATT_RS32580	WP_014151093.1	72	hypothetical protein
pSCATT	NC_017585.1	1091811	1092878	-	-	-	SCATT_RS32585	WP_014151092.1	355	hypothetical protein
pSCATT	NC_017585.1	1093057	1095672	+	-	-	SCATT_RS32590	WP_014151091.1	871	penicillin acylase family protein
pSCATT	NC_017585.1	1095688	1100961	-	-	-	SCATT_RS32595	WP_014151090.1	1757	non-ribosomal peptide synthetase
pSCATT	NC_017585.1	1100977	1101756	-	-	-	SCATT_RS32600	WP_014151089.1	259	thioesterase
pSCATT	NC_017585.1	1102040	1103944	-	-	-	SCATT_RS32605	WP_014151087.1	634	B12-binding domain-containing radical SAM protein
pSCATT	NC_017585.1	1104120	1105319	+	-	-	SCATT_RS32610	WP_014151086.1	399	cytochrome P450
pSCATT	NC_017585.1	1105345	1105551	+	-	-	SCATT_RS32615	WP_014151085.1	68	hypothetical protein
pSCATT	NC_017585.1	1105555	1108983	-	-	-	SCATT_RS32620	WP_014151084.1	1142	2,3-dihydroxybenzoate-glycine-threonine trimeric ester bacillibactin synthetase, partial
pSCATT	NC_017585.1	1109189	1110727	+	-	-	SCATT_RS32625	WP_014151083.1	512	DUF885 domain-containing protein
pSCATT	NC_017585.1	1110728	1111258	-	-	-	SCATT_RS32630	WP_014151082.1	176	DinB family protein
pSCATT	NC_017585.1	1111288	1112202	-	-	-	SCATT_RS32635	WP_014151081.1	304	helix-turn-helix transcriptional regulator
pSCATT	NC_017585.1	1112274	1112486	-	-	-	SCATT_RS32640	WP_014151080.1	70	antibiotic synthesis protein MbtH
pSCATT	NC_017585.1	1112576	1113868	-	-	-	SCATT_RS32645	WP_014151079.1	430	MFS transporter
pSCATT	NC_017585.1	1113865	1114950	-	-	-	SCATT_RS32650	WP_014151078.1	361	clavaminate synthase
pSCATT	NC_017585.1	1115106	1115804	+	-	-	SCATT_RS32655	WP_014151077.1	232	hypothetical protein
pSCATT	NC_017585.1	1115801	1116160	+	-	-	SCATT_RS32660	WP_014151076.1	119	ACT domain-containing protein
pSCATT	NC_017585.1	1116168	1116890	-	-	-	SCATT_RS32665	WP_014151075.1	240	thioesterase
pSCATT	NC_017585.1	1116921	1118201	-	-	-	SCATT_RS32670	WP_014151074.1	426	cytochrome P450
pSCATT	NC_017585.1	1118198	1120543	-	-	-	SCATT_RS32675	WP_014151073.1	781	phenylalanine racemase
pSCATT	NC_017585.1	1120540	1121982	-	-	-	SCATT_RS32680	WP_014151072.1	480	amino acid adenylation protein
pSCATT	NC_017585.1	1121972	1125169	-	-	-	SCATT_RS32685	WP_014151071.1	1065	non-ribosomal peptide synthetase
pSCATT	NC_017585.1	1125166	1129557	-	-	-	SCATT_RS32690	WP_014151070.1	1463	methyltransferase domain-containing protein
pSCATT	NC_017585.1	1129881	1131269	+	-	-	SCATT_RS32695	WP_014626989.1	462	endo-1,3-beta-glucanase
pSCATT	NC_017585.1	1131354	1132022	-	-	-	SCATT_RS32700	WP_014151068.1	222	hypothetical protein
pSCATT	NC_017585.1	1132226	1132558	+	-	-	SCATT_RS32705	WP_014151066.1	110	hypothetical protein
pSCATT	NC_017585.1	1132573	1132842	-	-	-	SCATT_RS32710	WP_014151065.1	89	GlsB/YeaQ/YmgE family stress response membrane protein
pSCATT	NC_017585.1	1132945	1134543	-	-	-	SCATT_RS32715	WP_014151064.1	532	acyl-CoA synthetase
pSCATT	NC_017585.1	1134605	1134904	-	-	-	SCATT_RS32720	WP_014626991.1	99	hypothetical protein
pSCATT	NC_017585.1	1135170	1135916	+	-	-	SCATT_RS32725	WP_014151062.1	248	hypothetical protein
pSCATT	NC_017585.1	1136103	1137707	+	-	-	SCATT_RS32730	WP_014151061.1	534	FAD-binding protein
pSCATT	NC_017585.1	1137918	1138901	-	-	-	SCATT_RS32735	WP_014151060.1	327	winged helix DNA-binding domain-containing protein
pSCATT	NC_017585.1	1138939	1139913	-	-	-	SCATT_RS32740	WP_042507724.1	324	hydrolase
pSCATT	NC_017585.1	1139900	1140133	-	-	-	SCATT_RS32745	WP_014151058.1	77	acyl carrier protein
pSCATT	NC_017585.1	1140160	1141167	-	-	-	SCATT_RS32750	WP_014151057.1	335	ketoacyl-ACP synthase III
pSCATT	NC_017585.1	1141345	1142088	-	-	-	SCATT_RS32755	WP_014151056.1	247	3-oxoacyl-ACP reductase FabG
pSCATT	NC_017585.1	1142202	1142723	-	-	-	SCATT_RS32760	WP_014151055.1	173	hypothetical protein
pSCATT	NC_017585.1	1142750	1144120	+	-	-	SCATT_RS32765	WP_014626994.1	456	MFS transporter
pSCATT	NC_017585.1	1144280	1144843	-	-	-	SCATT_RS32770	WP_014151052.1	187	hypothetical protein
pSCATT	NC_017585.1	1144915	1145475	-	-	-	SCATT_RS32775	WP_014151051.1	186	hypothetical protein
pSCATT	NC_017585.1	1145589	1146620	-	-	-	SCATT_RS32780	WP_014151050.1	343	phytoene synthase
pSCATT	NC_017585.1	1146617	1147432	-	-	-	SCATT_RS32785	WP_014151049.1	271	class I SAM-dependent methyltransferase
pSCATT	NC_017585.1	1147564	1148430	-	-	-	SCATT_RS32790	WP_014151048.1	288	DUF239 domain-containing protein
pSCATT	NC_017585.1	1148648	1150006	+	-	-	SCATT_RS32795	WP_014151047.1	452	transcriptional regulator
pSCATT	NC_017585.1	1150038	1150595	-	-	-	SCATT_RS32800	WP_014151046.1	185	cupin domain-containing protein
pSCATT	NC_017585.1	1150729	1151172	+	-	-	SCATT_RS32805	WP_014151045.1	147	MarR family transcriptional regulator
pSCATT	NC_017585.1	1151272	1152096	+	-	-	SCATT_RS32810	WP_014626995.1	274	peptidase M55
pSCATT	NC_017585.1	1152134	1153678	-	-	-	SCATT_RS32815	WP_014151043.1	514	glycoside hydrolase family 3 protein
pSCATT	NC_017585.1	1154152	1155219	+	-	-	SCATT_RS32820	WP_014626997.1	355	phytanoyl-CoA dioxygenase
pSCATT	NC_017585.1	1155201	1156517	+	-	-	SCATT_RS32825	WP_014151041.1	438	hypothetical protein
pSCATT	NC_017585.1	1156519	1157700	+	-	-	SCATT_RS32830	WP_014151040.1	393	type III PLP-dependent enzyme
pSCATT	NC_017585.1	1157697	1158293	+	-	-	SCATT_RS32835	WP_014151039.1	198	N-acetyltransferase
pSCATT	NC_017585.1	1158299	1159468	+	-	-	SCATT_RS32840	WP_014151038.1	389	MFS transporter
pSCATT	NC_017585.1	1159499	1159774	+	-	-	SCATT_RS32845	WP_014151037.1	91	hypothetical protein
pSCATT	NC_017585.1	1159880	1160824	-	-	-	SCATT_RS32850	WP_014151036.1	314	sensor histidine kinase
pSCATT	NC_017585.1	1160821	1161699	-	-	-	SCATT_RS32855	WP_014151035.1	292	STAS domain-containing protein
pSCATT	NC_017585.1	1161597	1162232	-	-	-	SCATT_RS37355	WP_014627000.1	211	hypothetical protein
pSCATT	NC_017585.1	1162161	1166123	+	-	-	SCATT_RS32860	WP_014151034.1	1320	HAMP domain-containing protein
pSCATT	NC_017585.1	1166120	1168438	+	-	-	SCATT_RS32865	WP_014151033.1	772	ANTAR domain-containing protein
pSCATT	NC_017585.1	1168546	1169988	+	-	-	SCATT_RS32870	WP_014151032.1	480	glutamate decarboxylase
pSCATT	NC_017585.1	1170025	1170270	-	-	-	SCATT_RS32875	WP_014151031.1	81	DUF5133 domain-containing protein
pSCATT	NC_017585.1	1170458	1171567	-	-	-	SCATT_RS32880	WP_014151030.1	369	glutamate--cysteine ligase
pSCATT	NC_017585.1	1171658	1172464	-	-	-	SCATT_RS32885	WP_014151029.1	268	sulfite exporter TauE/SafE family protein
pSCATT	NC_017585.1	1172556	1173350	+	-	-	SCATT_RS32890	WP_014151028.1	264	AraC family transcriptional regulator
pSCATT	NC_017585.1	1173521	1174087	+	-	-	SCATT_RS32895	WP_014151027.1	188	hypothetical protein
pSCATT	NC_017585.1	1174256	1176637	+	-	hypF	SCATT_RS32900	WP_014151026.1	793	carbamoyltransferase HypF
pSCATT	NC_017585.1	1176658	1176984	+	-	-	SCATT_RS32905	WP_014151025.1	108	HypC/HybG/HupF family hydrogenase formation chaperone
pSCATT	NC_017585.1	1176981	1178111	+	-	-	SCATT_RS32910	WP_014151024.1	376	hydrogenase formation protein HypD
pSCATT	NC_017585.1	1178104	1179180	+	-	hypE	SCATT_RS32915	WP_014627004.1	358	hydrogenase expression/formation protein HypE
pSCATT	NC_017585.1	1179295	1179870	+	-	-	SCATT_RS32920	WP_014627005.1	191	inorganic pyrophosphatase
pSCATT	NC_017585.1	1179886	1180662	-	-	-	SCATT_RS32925	WP_014151021.1	258	2-pyrone-4,6-dicarboxylate hydrolase
pSCATT	NC_017585.1	1180659	1181651	-	-	-	SCATT_RS32930	WP_014151020.1	330	EamA/RhaT family transporter
pSCATT	NC_017585.1	1181829	1182320	-	-	-	SCATT_RS32935	WP_014151019.1	163	hypothetical protein
pSCATT	NC_017585.1	1182613	1184517	+	-	-	SCATT_RS32940	WP_014151017.1	634	fluorothreonine transaldolase
pSCATT	NC_017585.1	1184507	1184773	-	-	-	SCATT_RS32945	WP_014151016.1	88	hypothetical protein
pSCATT	NC_017585.1	1184987	1185487	+	-	-	SCATT_RS32950	WP_014151015.1	166	transcriptional repressor
pSCATT	NC_017585.1	1185468	1186634	+	-	-	SCATT_RS32955	WP_014151014.1	388	hypothetical protein
pSCATT	NC_017585.1	1186636	1187109	+	-	-	SCATT_RS32960	WP_014151013.1	157	kinase
pSCATT	NC_017585.1	1187114	1188313	-	-	thiI	SCATT_RS32965	WP_014151012.1	399	tRNA 4-thiouridine(8) synthase ThiI
pSCATT	NC_017585.1	1188382	1188972	-	-	-	SCATT_RS32970	WP_014627006.1	196	ATP-binding protein
pSCATT	NC_017585.1	1189427	1189849	+	-	-	SCATT_RS32975	WP_014151010.1	140	hypothetical protein
pSCATT	NC_017585.1	1189902	1190153	-	-	-	SCATT_RS37360	WP_014151009.1	83	hypothetical protein
pSCATT	NC_017585.1	1190286	1190981	-	-	-	SCATT_RS32980	WP_014151008.1	231	DNA-binding response regulator
pSCATT	NC_017585.1	1191326	1192315	+	-	-	SCATT_RS32985	WP_014151007.1	329	AraC family transcriptional regulator
pSCATT	NC_017585.1	1192524	1194176	-	-	-	SCATT_RS32990	WP_014627007.1	550	serine/threonine protein kinase
pSCATT	NC_017585.1	1194223	1194504	-	-	-	SCATT_RS32995	WP_014151005.1	93	hypothetical protein
pSCATT	NC_017585.1	1194553	1194735	-	-	-	SCATT_RS33000	WP_014151004.1	60	hypothetical protein
pSCATT	NC_017585.1	1194777	1196105	-	-	-	SCATT_RS33005	WP_014151003.1	442	hypothetical protein
pSCATT	NC_017585.1	1196121	1196408	-	-	-	SCATT_RS33010	WP_014151002.1	95	hypothetical protein
pSCATT	NC_017585.1	1196526	1200743	-	-	-	SCATT_RS33015	WP_014151001.1	1405	hypothetical protein
pSCATT	NC_017585.1	1200992	1201225	+	-	-	SCATT_RS33020	WP_014151000.1	77	hypothetical protein
pSCATT	NC_017585.1	1201238	1202434	-	-	-	SCATT_RS33025	WP_014150999.1	398	glycosyltransferase
pSCATT	NC_017585.1	1202661	1203275	+	-	-	SCATT_RS33030	WP_014150998.1	204	TetR/AcrR family transcriptional regulator
pSCATT	NC_017585.1	1203396	1203755	+	-	-	SCATT_RS33035	WP_014150997.1	119	isomerase
pSCATT	NC_017585.1	1203817	1204803	-	-	-	SCATT_RS33040	WP_014150996.1	328	glyceraldehyde 3-phosphate reductase
pSCATT	NC_017585.1	1204915	1205817	+	-	-	SCATT_RS33045	WP_014150995.1	300	LysR family transcriptional regulator
pSCATT	NC_017585.1	1205969	1206337	+	-	-	SCATT_RS33050	WP_014150994.1	122	hypothetical protein
pSCATT	NC_017585.1	1206572	1209469	-	-	-	SCATT_RS33055	WP_014150993.1	965	LuxR family transcriptional regulator
pSCATT	NC_017585.1	1209680	1211056	-	-	-	SCATT_RS33060	WP_014150992.1	458	metallopeptidase
pSCATT	NC_017585.1	1211212	1213383	-	-	-	SCATT_RS33065	WP_014150991.1	723	peptidase
pSCATT	NC_017585.1	1213577	1213960	+	-	-	SCATT_RS35730	WP_014627009.1	127	hypothetical protein
pSCATT	NC_017585.1	1214002	1214571	-	-	-	SCATT_RS33075	WP_014150989.1	189	hemerythrin domain-containing protein
pSCATT	NC_017585.1	1214787	1215770	+	-	-	SCATT_RS33080	WP_014150988.1	327	alpha/beta hydrolase
pSCATT	NC_017585.1	1216047	1217585	+	-	-	SCATT_RS33085	WP_014150987.1	512	ATP-dependent helicase
pSCATT	NC_017585.1	1217650	1217853	-	-	-	SCATT_RS33090	WP_014150986.1	67	cold-shock protein
pSCATT	NC_017585.1	1218137	1218661	+	-	-	SCATT_RS33095	WP_014150985.1	174	PadR family transcriptional regulator
pSCATT	NC_017585.1	1218658	1219344	+	-	-	SCATT_RS33100	WP_014150984.1	228	ABC transporter ATP-binding protein
pSCATT	NC_017585.1	1219341	1221725	+	-	-	SCATT_RS33105	WP_014150983.1	794	ABC transporter permease
pSCATT	NC_017585.1	1221831	1223246	+	-	-	SCATT_RS33110	WP_014150982.1	471	amidase
pSCATT	NC_017585.1	1223322	1223501	+	-	-	SCATT_RS33115	WP_014150981.1	59	hypothetical protein
pSCATT	NC_017585.1	1223504	1223848	+	-	-	SCATT_RS33120	WP_014150980.1	114	glyoxalase/bleomycin resistance/dioxygenase family protein
pSCATT	NC_017585.1	1223866	1224723	+	-	-	SCATT_RS33125	WP_014150979.1	285	SAM-dependent methyltransferase
pSCATT	NC_017585.1	1224737	1225567	-	-	-	SCATT_RS33130	WP_014150978.1	276	alpha/beta hydrolase
pSCATT	NC_017585.1	1225781	1226983	+	-	-	SCATT_RS33135	WP_014142124.1	400	IS110 family transposase
pSCATT	NC_017585.1	1227233	1228468	+	-	-	SCATT_RS33140	WP_014142125.1	411	IS110 family transposase
pSCATT	NC_017585.1	1228435	1229076	-	-	-	SCATT_RS33145	WP_014150975.1	213	TetR/AcrR family transcriptional regulator
pSCATT	NC_017585.1	1229141	1229695	-	-	-	SCATT_RS33150	WP_014150974.1	184	DUF488 domain-containing protein
pSCATT	NC_017585.1	1229845	1230483	+	-	-	SCATT_RS33155	WP_014150973.1	212	hypothetical protein
pSCATT	NC_017585.1	1231463	1232857	-	-	-	SCATT_RS33165	WP_078590567.1	464	MFS transporter
pSCATT	NC_017585.1	1233167	1233574	+	-	-	SCATT_RS33170	WP_014150970.1	135	hypothetical protein, partial
pSCATT	NC_017585.1	1233634	1233888	+	-	-	SCATT_RS33175	WP_014150969.1	84	hypothetical protein
pSCATT	NC_017585.1	1233885	1234085	-	-	-	SCATT_RS37365	WP_014150968.1	66	hypothetical protein
pSCATT	NC_017585.1	1234100	1234525	-	-	-	SCATT_RS33180	WP_041823894.1	141	MarR family transcriptional regulator
pSCATT	NC_017585.1	1234630	1235490	+	-	-	SCATT_RS33185	WP_014150966.1	286	carboxylesterase
pSCATT	NC_017585.1	1235499	1236446	-	-	-	SCATT_RS33190	WP_014150965.1	315	LysR family transcriptional regulator
pSCATT	NC_017585.1	1236485	1237408	-	-	-	SCATT_RS33195	WP_014150964.1	307	EamA/RhaT family transporter
pSCATT	NC_017585.1	1237500	1238027	-	-	-	SCATT_RS33200	WP_014150963.1	175	MarR family transcriptional regulator
pSCATT	NC_017585.1	1238229	1240061	+	-	-	SCATT_RS33205	WP_014150962.1	610	CBS domain-containing protein
pSCATT	NC_017585.1	1240104	1240667	-	-	-	SCATT_RS33210	WP_014150961.1	187	hemerythrin domain-containing protein
pSCATT	NC_017585.1	1240896	1242641	+	-	-	SCATT_RS33215	WP_014150960.1	581	hydrogenase maturation protein
pSCATT	NC_017585.1	1242638	1243168	+	-	-	SCATT_RS33220	WP_014150959.1	176	protease
pSCATT	NC_017585.1	1243202	1243582	+	-	-	SCATT_RS33225	WP_014150958.1	126	hydrogenase nickel incorporation protein HypA
pSCATT	NC_017585.1	1243588	1244343	+	-	hypB	SCATT_RS33230	WP_042507790.1	251	hydrogenase accessory protein HypB
pSCATT	NC_017585.1	1244424	1245857	+	-	-	SCATT_RS33235	WP_014150956.1	477	hypothetical protein
pSCATT	NC_017585.1	1245829	1246374	+	-	-	SCATT_RS33240	WP_014150955.1	181	hemerythrin domain-containing protein
pSCATT	NC_017585.1	1246371	1247459	+	-	-	SCATT_RS33245	WP_014150954.1	362	hydrogenase expression protein HypE
pSCATT	NC_017585.1	1247506	1249305	+	-	-	SCATT_RS33250	WP_014150953.1	599	hydrogenase
pSCATT	NC_017585.1	1249298	1249840	+	-	-	SCATT_RS33255	WP_014150952.1	180	NifU family protein
pSCATT	NC_017585.1	1249840	1250427	+	-	-	SCATT_RS33260	WP_014150951.1	195	hypothetical protein
pSCATT	NC_017585.1	1250441	1250647	+	-	-	SCATT_RS33265	WP_014150950.1	68	hypothetical protein
pSCATT	NC_017585.1	1250904	1251449	-	-	-	SCATT_RS33275	WP_014150948.1	181	hypothetical protein
pSCATT	NC_017585.1	1251730	1253448	+	-	ctaD	SCATT_RS33280	WP_014150946.1	572	cytochrome c oxidase subunit I
pSCATT	NC_017585.1	1253445	1253834	+	-	-	SCATT_RS33285	WP_014150945.1	129	membrane protein
pSCATT	NC_017585.1	1253850	1255481	-	-	-	SCATT_RS33290	WP_014150944.1	543	ubiquinol-cytochrome c reductase cytochrome b subunit
pSCATT	NC_017585.1	1255526	1255780	+	-	-	SCATT_RS37370	WP_014150943.1	84	hypothetical protein
pSCATT	NC_017585.1	1255890	1256138	+	-	-	SCATT_RS33295	WP_014150942.1	82	hypothetical protein
pSCATT	NC_017585.1	1256427	1257563	+	-	-	SCATT_RS33300	WP_014150941.1	378	acyltransferase
pSCATT	NC_017585.1	1257689	1258852	+	-	-	SCATT_RS33305	WP_042507791.1	387	cytochrome P450
pSCATT	NC_017585.1	1258855	1259781	-	-	-	SCATT_RS33310	WP_014150939.1	308	RNA polymerase sigma-70 factor
pSCATT	NC_017585.1	1259901	1260374	-	-	-	SCATT_RS33315	WP_014150938.1	157	carboxymuconolactone decarboxylase family protein
pSCATT	NC_017585.1	1260485	1260991	-	-	-	SCATT_RS33320	WP_014150937.1	168	hypothetical protein
pSCATT	NC_017585.1	1261006	1261893	-	-	-	SCATT_RS33325	WP_014150936.1	295	EamA/RhaT family transporter
pSCATT	NC_017585.1	1261979	1263421	+	-	-	SCATT_RS33330	WP_014150935.1	480	PLP-dependent aminotransferase family protein
pSCATT	NC_017585.1	1263426	1264241	-	-	-	SCATT_RS33335	WP_014150934.1	271	enoyl-CoA hydratase/isomerase family protein
pSCATT	NC_017585.1	1264238	1265494	-	-	-	SCATT_RS33340	WP_041823609.1	418	cytochrome P450
pSCATT	NC_017585.1	1265617	1266924	-	-	-	SCATT_RS33345	WP_041823881.1	435	cytochrome P450
pSCATT	NC_017585.1	1267076	1267666	-	-	-	SCATT_RS33350	WP_014150931.1	196	ATP/GTP-binding protein
pSCATT	NC_017585.1	1267641	1268015	-	-	-	SCATT_RS33355	WP_014150930.1	124	DUF742 domain-containing protein
pSCATT	NC_017585.1	1268012	1268425	-	-	-	SCATT_RS33360	WP_014627018.1	137	hypothetical protein
pSCATT	NC_017585.1	1268422	1269645	-	-	-	SCATT_RS33365	WP_014150928.1	407	ATP-binding protein
pSCATT	NC_017585.1	1270072	1270455	+	-	-	SCATT_RS33370	WP_014150927.1	127	primase
pSCATT	NC_017585.1	1270462	1271595	-	-	-	SCATT_RS33375	WP_014150926.1	377	serine/threonine-protein phosphatase
pSCATT	NC_017585.1	1271671	1271880	-	-	-	SCATT_RS37375	WP_014627020.1	69	hypothetical protein
pSCATT	NC_017585.1	1271842	1274226	+	-	-	SCATT_RS33380	WP_014150925.1	794	excinuclease ABC subunit UvrA
pSCATT	NC_017585.1	1274241	1275410	-	-	-	SCATT_RS33385	WP_014150924.1	389	hypothetical protein
pSCATT	NC_017585.1	1275476	1276315	-	-	-	SCATT_RS33390	WP_014150923.1	279	SigB/SigF/SigG family RNA polymerase sigma factor
pSCATT	NC_017585.1	1276739	1277845	-	-	-	SCATT_RS33395	WP_014150921.1	368	YihY/virulence factor BrkB family protein
pSCATT	NC_017585.1	1277947	1279884	-	-	-	SCATT_RS33400	WP_014150920.1	645	molecular chaperone HtpG
pSCATT	NC_017585.1	1280024	1280419	+	-	-	SCATT_RS33405	WP_014627022.1	131	hypothetical protein
pSCATT	NC_017585.1	1280569	1280772	+	-	-	SCATT_RS33410	WP_014150918.1	67	cold-shock protein
pSCATT	NC_017585.1	1281345	1281827	+	-	-	SCATT_RS33415	WP_041823879.1	160	hypothetical protein
pSCATT	NC_017585.1	1281974	1282687	+	-	-	SCATT_RS33420	WP_014150915.1	237	ABC transporter ATP-binding protein
